filenames,20210713-151409,20210713-160536,20210713-202446,20210714-023953,20210714-024731,20210714-025049,20210714-031111,20210714-031825,20210714-095418,20210718-014112,20210718-014612,20210718-015056,20210718-022910,20210718-023252,20210719-020610,20210719-104859,20210719-162019
DSC_0105__0_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__0_1280__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,0
DSC_0105__0_1536__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1
DSC_0105__0_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0
DSC_0105__0_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__0_1536__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__0_1792__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1
DSC_0105__0_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0
DSC_0105__0_2048__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_2048__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__0_2048__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,0
DSC_0105__0_2048__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__0_2304__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_2304__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_2304__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,1
DSC_0105__0_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_2560__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_2560__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__0_2560__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__0_2560__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_256__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__0_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_256__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__0_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__0_2816__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__0_2816__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__0_2816__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0
DSC_0105__0_2816__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__0_3072__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,2
DSC_0105__0_3072__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_3072__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
DSC_0105__0_3072__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__0_3328__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0
DSC_0105__0_3328__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,2.0,0
DSC_0105__0_3328__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2
DSC_0105__0_3328__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0
DSC_0105__0_3584__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__0_3584__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0105__0_3584__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_3584__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__0_3840__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__0_3840__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__0_3840__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__0_3840__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__0_4096__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__0_4096__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__0_4096__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__0_4096__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__0_4352__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__0_4352__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__0_4352__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__0_4352__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__0_512__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0
DSC_0105__0_512__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,0
DSC_0105__0_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__0_512__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,0
DSC_0105__0_768__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__0_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__0_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__0_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1024_0__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0
DSC_0105__1024_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2
DSC_0105__1024_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_0__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0
DSC_0105__1024_1024__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2
DSC_0105__1024_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1024_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1024_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1
DSC_0105__1024_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_1536__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_1536__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,2.0,1
DSC_0105__1024_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1024_1536__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
DSC_0105__1024_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__1024_1792__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1
DSC_0105__1024_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1024_1792__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1024_2048__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1024_2048__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_2048__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0105__1024_2048__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_2304__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_2304__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,2
DSC_0105__1024_2304__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1024_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1024_2560__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1
DSC_0105__1024_2560__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,0.0,0
DSC_0105__1024_2560__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,0
DSC_0105__1024_2560__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1024_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__1024_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1024_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1024_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_2816__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1024_2816__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2
DSC_0105__1024_2816__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_2816__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_3072__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__1024_3072__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0
DSC_0105__1024_3072__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0
DSC_0105__1024_3072__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__1024_3328__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,0
DSC_0105__1024_3328__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__1024_3328__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_3328__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1024_3584__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1024_3584__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_3584__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1024_3584__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,2.0,0
DSC_0105__1024_3840__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1024_3840__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_3840__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1024_3840__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1024_4096__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1024_4096__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1024_4096__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1024_4096__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1024_4352__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1024_4352__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1024_4352__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1024_4352__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1024_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__1024_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2
DSC_0105__1024_512__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1024_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1024_768__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__1024_768__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,0
DSC_0105__1024_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__1024_768__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1280_0__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,2.0,0
DSC_0105__1280_0__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1280_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_0__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0
DSC_0105__1280_1024__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1
DSC_0105__1280_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1
DSC_0105__1280_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0
DSC_0105__1280_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
DSC_0105__1280_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2
DSC_0105__1280_1280__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1280_1536__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1280_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_1536__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_1792__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,0
DSC_0105__1280_1792__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1280_1792__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1280_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_2048__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1280_2048__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__1280_2048__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1280_2048__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_2304__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1
DSC_0105__1280_2304__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2
DSC_0105__1280_2304__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1280_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0
DSC_0105__1280_2560__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_2560__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,2
DSC_0105__1280_2560__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,2.0,0
DSC_0105__1280_2560__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,0
DSC_0105__1280_256__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,0.0,2
DSC_0105__1280_256__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1280_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2
DSC_0105__1280_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1280_2816__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0105__1280_2816__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_2816__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1280_2816__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_3072__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,2
DSC_0105__1280_3072__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2
DSC_0105__1280_3072__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1280_3072__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_3328__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__1280_3328__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1280_3328__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__1280_3328__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1
DSC_0105__1280_3584__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1280_3584__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,0
DSC_0105__1280_3584__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__1280_3584__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1280_3840__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1
DSC_0105__1280_3840__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0105__1280_3840__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_3840__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1280_4096__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__1280_4096__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1280_4096__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0105__1280_4096__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0105__1280_4352__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1280_4352__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1280_4352__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1280_4352__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0105__1280_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1
DSC_0105__1280_512__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1
DSC_0105__1280_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1280_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1
DSC_0105__1280_768__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1280_768__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,2.0,1
DSC_0105__1280_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0105__1280_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1536_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__1536_1024__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,2
DSC_0105__1536_1024__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,0.0,1
DSC_0105__1536_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__1536_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_1280__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1536_1280__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,2.0,1
DSC_0105__1536_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1536_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_1536__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1
DSC_0105__1536_1536__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1536_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_1536__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0105__1536_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__1536_1792__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__1536_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2
DSC_0105__1536_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1
DSC_0105__1536_2048__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_2048__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_2048__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_2048__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_2304__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,1
DSC_0105__1536_2304__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1536_2304__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__1536_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_2560__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1536_2560__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2
DSC_0105__1536_2560__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1536_2560__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1536_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_256__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1536_2816__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_2816__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0105__1536_2816__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_2816__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1536_3072__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_3072__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_3072__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,0
DSC_0105__1536_3072__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1
DSC_0105__1536_3328__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0105__1536_3328__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0105__1536_3328__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0105__1536_3328__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0105__1536_3584__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0105__1536_3584__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
DSC_0105__1536_3584__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0105__1536_3584__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,2
DSC_0105__1536_3840__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1
DSC_0105__1536_3840__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
